Player_Names,Country,Start_Year,End_Year,Matches,Innings,Not_Out,Total_Runs,Highest_Score,Batting_Average,100's,50's,0,Career_Span,HS_num,Photos,contry link,country board
Yajurvindra Singh ,India,1977,1979,4,7,1,109,43*,18.16,0,0,0,2,43,,https://vemaps.com/uploads/img/in-04.png,https://upload.wikimedia.org/wikipedia/commons/4/45/Board_of_Control_for_Cricket_in_India_Logo_%282024%29.svg
JH Board ,England,1899,1906,6,12,2,108,29,10.8,0,0,3,7,29,,https://vemaps.com/uploads/img/big/gb-03.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/5/51/England_and_Wales_Cricket_Board.svg/960px-England_and_Wales_Cricket_Board.svg.png
CG Butts ,West Indies,1985,1988,7,8,1,108,38,15.42,0,0,1,3,38,,https://cdn.britannica.com/05/5105-050-047187C4/West-Indies.jpg,https://upload.wikimedia.org/wikipedia/en/9/9b/Cricket_West_Indies_Logo_2017.png
GM Ewing ,Zimbabwe,2003,2005,3,6,0,108,71,18,0,1,2,2,71,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRz4xNxBxpF61scy0Ihd3Ac0b8vIprWBdgVeA&s,https://upload.wikimedia.org/wikipedia/en/thumb/4/48/Zimbabwe_Cricket_%28logo%29.svg/1280px-Zimbabwe_Cricket_%28logo%29.svg.png
Naoomal Jaoomal ,India,1932,1934,3,5,1,108,43,27,0,0,0,2,43,,https://vemaps.com/uploads/img/in-04.png,https://upload.wikimedia.org/wikipedia/commons/4/45/Board_of_Control_for_Cricket_in_India_Logo_%282024%29.svg
DA Stirling ,New Zealand,1984,1986,6,9,2,108,26,15.42,0,0,0,2,26,,https://vemaps.com/uploads/img/nz-03.png,https://upload.wikimedia.org/wikipedia/en/1/19/Logo_of_cricket_New_zealand_Team.png
SJ Cook ,South Africa,1992,1993,3,6,0,107,43,17.83,0,0,1,1,43,,https://vemaps.com/uploads/img/za-03.png,https://upload.wikimedia.org/wikipedia/en/thumb/5/59/Southafrica_cricket_logo.svg/1280px-Southafrica_cricket_logo.svg.png
CB Jennings ,Australia,1912,1912,6,8,2,107,32,17.83,0,0,2,0,32,,https://vemaps.com/uploads/img/au-03.png,https://upload.wikimedia.org/wikipedia/en/3/3f/Cricket_Australia.png
AB McDonald ,Australia,2009,2009,4,6,1,107,68,21.4,0,1,1,0,68,,https://vemaps.com/uploads/img/au-03.png,https://upload.wikimedia.org/wikipedia/en/3/3f/Cricket_Australia.png
AH McKinnon ,South Africa,1960,1967,8,13,7,107,27,17.83,0,0,0,7,27,,https://vemaps.com/uploads/img/za-03.png,https://upload.wikimedia.org/wikipedia/en/thumb/5/59/Southafrica_cricket_logo.svg/1280px-Southafrica_cricket_logo.svg.png
P Utseya ,Zimbabwe,2004,2013,4,8,1,107,45,15.28,0,0,2,9,45,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRz4xNxBxpF61scy0Ihd3Ac0b8vIprWBdgVeA&s,https://upload.wikimedia.org/wikipedia/en/thumb/4/48/Zimbabwe_Cricket_%28logo%29.svg/1280px-Zimbabwe_Cricket_%28logo%29.svg.png
EW Dempster ,New Zealand,1953,1954,5,8,2,106,47,17.66,0,0,2,1,47,,https://vemaps.com/uploads/img/nz-03.png,https://upload.wikimedia.org/wikipedia/en/1/19/Logo_of_cricket_New_zealand_Team.png
PHT Kaushal ,Sri Lanka,2014,2015,7,12,2,106,18,10.6,0,0,1,1,18,,https://vemaps.com/uploads/img/lk-04.png,https://static.wikia.nocookie.net/internationalcricket/images/8/8c/Sri_Lanka_Cricket.png/revision/latest?cb=20211015140839
CFH Leslie ,England,1882,1883,4,7,0,106,54,15.14,0,1,1,1,54,,https://vemaps.com/uploads/img/big/gb-03.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/5/51/England_and_Wales_Cricket_Board.svg/960px-England_and_Wales_Cricket_Board.svg.png
J Overton ,England,2022,2025,2,3,0,106,97,35.33,0,1,1,3,97,,https://vemaps.com/uploads/img/big/gb-03.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/5/51/England_and_Wales_Cricket_Board.svg/960px-England_and_Wales_Cricket_Board.svg.png
LS Pascoe ,Australia,1977,1982,14,19,9,106,30*,10.6,0,0,3,5,30,,https://vemaps.com/uploads/img/au-03.png,https://upload.wikimedia.org/wikipedia/en/3/3f/Cricket_Australia.png
MSK Prasad ,India,1999,2000,6,10,1,106,19,11.77,0,0,0,1,19,,https://vemaps.com/uploads/img/in-04.png,https://upload.wikimedia.org/wikipedia/commons/4/45/Board_of_Control_for_Cricket_in_India_Logo_%282024%29.svg
D Ramnarine ,West Indies,1998,2002,12,21,4,106,35*,6.23,0,0,8,4,35,,https://cdn.britannica.com/05/5105-050-047187C4/West-Indies.jpg,https://upload.wikimedia.org/wikipedia/en/9/9b/Cricket_West_Indies_Logo_2017.png
CJE Smith ,South Africa,1902,1902,3,6,1,106,45,21.2,0,0,0,0,45,,https://vemaps.com/uploads/img/za-03.png,https://upload.wikimedia.org/wikipedia/en/thumb/5/59/Southafrica_cricket_logo.svg/1280px-Southafrica_cricket_logo.svg.png
WJ Watson ,Australia,1955,1955,4,7,1,106,30,17.66,0,0,1,0,30,,https://vemaps.com/uploads/img/au-03.png,https://upload.wikimedia.org/wikipedia/en/3/3f/Cricket_Australia.png
GE Bradburn ,New Zealand,1990,2001,7,10,2,105,30*,13.12,0,0,1,11,30,,https://vemaps.com/uploads/img/nz-03.png,https://upload.wikimedia.org/wikipedia/en/1/19/Logo_of_cricket_New_zealand_Team.png
CB Mpofu ,Zimbabwe,2005,2017,15,28,10,105,33,5.83,0,0,9,12,33,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRz4xNxBxpF61scy0Ihd3Ac0b8vIprWBdgVeA&s,https://upload.wikimedia.org/wikipedia/en/thumb/4/48/Zimbabwe_Cricket_%28logo%29.svg/1280px-Zimbabwe_Cricket_%28logo%29.svg.png
LS Rajput ,India,1985,1985,2,4,0,105,61,26.25,0,1,1,0,61,,https://vemaps.com/uploads/img/in-04.png,https://upload.wikimedia.org/wikipedia/commons/4/45/Board_of_Control_for_Cricket_in_India_Logo_%282024%29.svg
GHT Simpson-Hayward ,England,1910,1910,5,8,1,105,29*,15,0,0,1,0,29,,https://vemaps.com/uploads/img/big/gb-03.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/5/51/England_and_Wales_Cricket_Board.svg/960px-England_and_Wales_Cricket_Board.svg.png
CJ Adams ,England,1999,2000,5,8,0,104,31,13,0,0,0,1,31,,https://vemaps.com/uploads/img/big/gb-03.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/5/51/England_and_Wales_Cricket_Board.svg/960px-England_and_Wales_Cricket_Board.svg.png
PVD Chameera ,Sri Lanka,2015,2021,12,21,2,104,22,5.47,0,0,5,6,22,,https://vemaps.com/uploads/img/lk-04.png,https://static.wikia.nocookie.net/internationalcricket/images/8/8c/Sri_Lanka_Cricket.png/revision/latest?cb=20211015140839
H Klaasen ,South Africa,2019,2023,4,8,0,104,35,13,0,0,0,4,35,,https://vemaps.com/uploads/img/za-03.png,https://upload.wikimedia.org/wikipedia/en/thumb/5/59/Southafrica_cricket_logo.svg/1280px-Southafrica_cricket_logo.svg.png
GFJ Liebenberg ,South Africa,1998,1998,5,8,0,104,45,13,0,0,2,0,45,,https://vemaps.com/uploads/img/za-03.png,https://upload.wikimedia.org/wikipedia/en/thumb/5/59/Southafrica_cricket_logo.svg/1280px-Southafrica_cricket_logo.svg.png
KR Rickards ,West Indies,1948,1952,2,3,0,104,67,34.66,0,1,0,4,67,,https://cdn.britannica.com/05/5105-050-047187C4/West-Indies.jpg,https://upload.wikimedia.org/wikipedia/en/9/9b/Cricket_West_Indies_Logo_2017.png
Rehan Ahmed ,England,2022,2024,5,10,0,103,28,10.3,0,0,1,2,28,,https://vemaps.com/uploads/img/big/gb-03.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/5/51/England_and_Wales_Cricket_Board.svg/960px-England_and_Wales_Cricket_Board.svg.png
M Bisset ,South Africa,1899,1910,3,6,2,103,35,25.75,0,0,0,11,35,,https://vemaps.com/uploads/img/za-03.png,https://upload.wikimedia.org/wikipedia/en/thumb/5/59/Southafrica_cricket_logo.svg/1280px-Southafrica_cricket_logo.svg.png
JW Hitch ,England,1911,1921,7,10,3,103,51*,14.71,0,1,1,10,51,,https://vemaps.com/uploads/img/big/gb-03.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/5/51/England_and_Wales_Cricket_Board.svg/960px-England_and_Wales_Cricket_Board.svg.png
SB O'Connor ,New Zealand,1997,2001,19,27,9,103,20,5.72,0,0,4,4,20,,https://vemaps.com/uploads/img/nz-03.png,https://upload.wikimedia.org/wikipedia/en/1/19/Logo_of_cricket_New_zealand_Team.png
AG Hurst ,Australia,1974,1979,12,20,3,102,26,6,0,0,10,5,26,,https://vemaps.com/uploads/img/au-03.png,https://upload.wikimedia.org/wikipedia/en/3/3f/Cricket_Australia.png
R Lamba ,India,1986,1987,4,5,0,102,53,20.4,0,1,1,1,53,,https://vemaps.com/uploads/img/in-04.png,https://upload.wikimedia.org/wikipedia/commons/4/45/Board_of_Control_for_Cricket_in_India_Logo_%282024%29.svg
RM Prideaux ,England,1968,1969,3,6,1,102,64,20.4,0,1,0,1,64,,https://vemaps.com/uploads/img/big/gb-03.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/5/51/England_and_Wales_Cricket_Board.svg/960px-England_and_Wales_Cricket_Board.svg.png
PM Pushpakumara ,Sri Lanka,2017,2018,4,8,2,102,42*,17,0,0,0,1,42,,https://vemaps.com/uploads/img/lk-04.png,https://static.wikia.nocookie.net/internationalcricket/images/8/8c/Sri_Lanka_Cricket.png/revision/latest?cb=20211015140839
CIJ Smith ,England,1935,1937,5,10,0,102,27,10.2,0,0,2,2,27,,https://vemaps.com/uploads/img/big/gb-03.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/5/51/England_and_Wales_Cricket_Board.svg/960px-England_and_Wales_Cricket_Board.svg.png
NG Smith ,New Zealand,2024,2025,3,5,1,102,42,25.5,0,0,0,1,42,,https://vemaps.com/uploads/img/nz-03.png,https://upload.wikimedia.org/wikipedia/en/1/19/Logo_of_cricket_New_zealand_Team.png
OP Stone ,England,2019,2024,5,10,1,102,20,11.33,0,0,2,5,20,,https://vemaps.com/uploads/img/big/gb-03.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/5/51/England_and_Wales_Cricket_Board.svg/960px-England_and_Wales_Cricket_Board.svg.png
Aaqib Javed ,Pakistan,1989,1998,22,27,7,101,28*,5.05,0,0,8,9,28,,https://vemaps.com/uploads/img/pk-03.png,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTQfSMgRVKQWOxGyuGForkjZxIa7No87V-iQQ&s
DD Beard ,New Zealand,1952,1956,4,7,2,101,31,20.2,0,0,0,4,31,,https://vemaps.com/uploads/img/nz-03.png,https://upload.wikimedia.org/wikipedia/en/1/19/Logo_of_cricket_New_zealand_Team.png
G Challenor ,West Indies,1928,1928,3,6,0,101,46,16.83,0,0,2,0,46,,https://cdn.britannica.com/05/5105-050-047187C4/West-Indies.jpg,https://upload.wikimedia.org/wikipedia/en/9/9b/Cricket_West_Indies_Logo_2017.png
SK Coen ,South Africa,1927,1928,2,4,2,101,41*,50.5,0,0,0,1,41,,https://vemaps.com/uploads/img/za-03.png,https://upload.wikimedia.org/wikipedia/en/thumb/5/59/Southafrica_cricket_logo.svg/1280px-Southafrica_cricket_logo.svg.png
CS Cowdrey ,England,1984,1988,6,8,1,101,38,14.42,0,0,1,4,38,,https://vemaps.com/uploads/img/big/gb-03.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/5/51/England_and_Wales_Cricket_Board.svg/960px-England_and_Wales_Cricket_Board.svg.png
A Hill ,England,1877,1877,2,4,2,101,49,50.5,0,0,1,0,49,,https://vemaps.com/uploads/img/big/gb-03.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/5/51/England_and_Wales_Cricket_Board.svg/960px-England_and_Wales_Cricket_Board.svg.png
KA Hope ,West Indies,2017,2017,5,9,0,101,43,11.22,0,0,2,0,43,,https://cdn.britannica.com/05/5105-050-047187C4/West-Indies.jpg,https://upload.wikimedia.org/wikipedia/en/9/9b/Cricket_West_Indies_Logo_2017.png
D Paterson ,South Africa,2020,2024,7,11,3,101,39*,12.62,0,0,1,4,39,,https://vemaps.com/uploads/img/za-03.png,https://upload.wikimedia.org/wikipedia/en/thumb/5/59/Southafrica_cricket_logo.svg/1280px-Southafrica_cricket_logo.svg.png
TA Harris ,South Africa,1947,1949,3,5,1,100,60,25,0,1,0,2,60,,https://vemaps.com/uploads/img/za-03.png,https://upload.wikimedia.org/wikipedia/en/thumb/5/59/Southafrica_cricket_logo.svg/1280px-Southafrica_cricket_logo.svg.png
Khan Mohammad ,Pakistan,1952,1958,13,17,7,100,26*,10,0,0,3,6,26,,https://vemaps.com/uploads/img/pk-03.png,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTQfSMgRVKQWOxGyuGForkjZxIa7No87V-iQQ&s
A Phillip ,West Indies,2022,2025,4,7,3,100,43,25,0,0,0,3,43,,https://cdn.britannica.com/05/5105-050-047187C4/West-Indies.jpg,https://upload.wikimedia.org/wikipedia/en/9/9b/Cricket_West_Indies_Logo_2017.png
RD Robinson ,Australia,1977,1977,3,6,0,100,34,16.66,0,0,0,0,34,,https://vemaps.com/uploads/img/au-03.png,https://upload.wikimedia.org/wikipedia/en/3/3f/Cricket_Australia.png
R de Swardt ,South Africa,2024,2024,2,4,1,99,64,33,0,1,1,0,64,,https://vemaps.com/uploads/img/za-03.png,https://upload.wikimedia.org/wikipedia/en/thumb/5/59/Southafrica_cricket_logo.svg/1280px-Southafrica_cricket_logo.svg.png
HA Furlonge ,West Indies,1955,1956,3,5,0,99,64,19.8,0,1,1,1,64,,https://cdn.britannica.com/05/5105-050-047187C4/West-Indies.jpg,https://upload.wikimedia.org/wikipedia/en/9/9b/Cricket_West_Indies_Logo_2017.png
Maninder Singh ,India,1982,1993,35,38,12,99,15,3.8,0,0,11,11,15,,https://vemaps.com/uploads/img/in-04.png,https://upload.wikimedia.org/wikipedia/commons/4/45/Board_of_Control_for_Cricket_in_India_Logo_%282024%29.svg
MN Nawaz ,Sri Lanka,2002,2002,1,2,1,99,78*,99,0,1,0,0,78,,https://vemaps.com/uploads/img/lk-04.png,https://static.wikia.nocookie.net/internationalcricket/images/8/8c/Sri_Lanka_Cricket.png/revision/latest?cb=20211015140839
N Oldfield ,England,1939,1939,1,2,0,99,80,49.5,0,1,0,0,80,,https://vemaps.com/uploads/img/big/gb-03.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/5/51/England_and_Wales_Cricket_Board.svg/960px-England_and_Wales_Cricket_Board.svg.png
Robiul Islam ,Bangladesh,2010,2014,9,17,6,99,33,9,0,0,6,4,33,,https://vemaps.com/uploads/img/bd-03.png,https://upload.wikimedia.org/wikipedia/en/thumb/5/5c/Bangladesh_Cricket_Board_Logo.svg/1280px-Bangladesh_Cricket_Board_Logo.svg.png
Shafiq Ahmed ,Pakistan,1974,1981,6,10,1,99,27*,11,0,0,3,7,27,,https://vemaps.com/uploads/img/pk-03.png,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTQfSMgRVKQWOxGyuGForkjZxIa7No87V-iQQ&s
Shahriar Hossain ,Bangladesh,2000,2004,3,5,0,99,48,19.8,0,0,0,4,48,,https://vemaps.com/uploads/img/bd-03.png,https://upload.wikimedia.org/wikipedia/en/thumb/5/5c/Bangladesh_Cricket_Board_Logo.svg/1280px-Bangladesh_Cricket_Board_Logo.svg.png
Umar Amin ,Pakistan,2010,2010,4,8,0,99,33,12.37,0,0,1,0,33,,https://vemaps.com/uploads/img/pk-03.png,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTQfSMgRVKQWOxGyuGForkjZxIa7No87V-iQQ&s
TD Astle ,New Zealand,2012,2020,5,6,1,98,35,19.6,0,0,1,8,35,,https://vemaps.com/uploads/img/nz-03.png,https://upload.wikimedia.org/wikipedia/en/1/19/Logo_of_cricket_New_zealand_Team.png
RK Chauhan ,India,1993,1998,21,17,3,98,23,7,0,0,1,5,23,,https://vemaps.com/uploads/img/in-04.png,https://upload.wikimedia.org/wikipedia/commons/4/45/Board_of_Control_for_Cricket_in_India_Logo_%282024%29.svg
CM Christiani ,West Indies,1935,1935,4,7,2,98,32*,19.6,0,0,1,0,32,,https://cdn.britannica.com/05/5105-050-047187C4/West-Indies.jpg,https://upload.wikimedia.org/wikipedia/en/9/9b/Cricket_West_Indies_Logo_2017.png
WM Clark ,Australia,1977,1979,10,19,2,98,33,5.76,0,0,8,2,33,,https://vemaps.com/uploads/img/au-03.png,https://upload.wikimedia.org/wikipedia/en/3/3f/Cricket_Australia.png
AC Cummins ,West Indies,1993,1994,5,6,1,98,50,19.6,0,1,1,1,50,,https://cdn.britannica.com/05/5105-050-047187C4/West-Indies.jpg,https://upload.wikimedia.org/wikipedia/en/9/9b/Cricket_West_Indies_Logo_2017.png
GH Dockrell ,Ireland,2019,2023,2,4,0,98,39,24.5,0,0,0,4,39,,https://vemaps.com/uploads/img/ie-04.png,https://upload.wikimedia.org/wikipedia/en/c/c7/Ireland_cricket_team_logo.png
ELG Hoad ,West Indies,1928,1933,4,8,0,98,36,12.25,0,0,1,5,36,,https://cdn.britannica.com/05/5105-050-047187C4/West-Indies.jpg,https://upload.wikimedia.org/wikipedia/en/9/9b/Cricket_West_Indies_Logo_2017.png
IAR Peebles ,England,1927,1931,13,17,8,98,26,10.88,0,0,3,4,26,,https://vemaps.com/uploads/img/big/gb-03.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/5/51/England_and_Wales_Cricket_Board.svg/960px-England_and_Wales_Cricket_Board.svg.png
Aftab Baloch ,Pakistan,1969,1975,2,3,1,97,60*,48.5,0,1,0,6,60,,https://vemaps.com/uploads/img/pk-03.png,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTQfSMgRVKQWOxGyuGForkjZxIa7No87V-iQQ&s
Hasibul Hossain ,Bangladesh,2000,2001,5,10,1,97,31,10.77,0,0,2,1,31,,https://vemaps.com/uploads/img/bd-03.png,https://upload.wikimedia.org/wikipedia/en/thumb/5/5c/Bangladesh_Cricket_Board_Logo.svg/1280px-Bangladesh_Cricket_Board_Logo.svg.png
AR Kapoor ,India,1994,1996,4,6,1,97,42,19.4,0,0,0,2,42,,https://vemaps.com/uploads/img/in-04.png,https://upload.wikimedia.org/wikipedia/commons/4/45/Board_of_Control_for_Cricket_in_India_Logo_%282024%29.svg
L Ngidi ,South Africa,2018,2025,20,31,11,97,19,4.85,0,0,8,7,19,,https://vemaps.com/uploads/img/za-03.png,https://upload.wikimedia.org/wikipedia/en/thumb/5/59/Southafrica_cricket_logo.svg/1280px-Southafrica_cricket_logo.svg.png
GAE Paine ,England,1935,1935,4,7,1,97,49,16.16,0,0,1,0,49,,https://vemaps.com/uploads/img/big/gb-03.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/5/51/England_and_Wales_Cricket_Board.svg/960px-England_and_Wales_Cricket_Board.svg.png
Rahmanullah Gurbaz ,Afghanistan,2024,2025,2,4,0,97,46,24.25,0,0,0,1,46,,https://vemaps.com/uploads/img/af-03.png,https://upload.wikimedia.org/wikipedia/en/8/83/Afghanistan_Cricket_Board.png
CP Senanayake ,Sri Lanka,1991,1991,3,5,0,97,64,19.4,0,1,1,0,64,,https://vemaps.com/uploads/img/lk-04.png,https://static.wikia.nocookie.net/internationalcricket/images/8/8c/Sri_Lanka_Cricket.png/revision/latest?cb=20211015140839
LF Townsend ,England,1930,1934,4,6,0,97,40,16.16,0,0,0,4,40,,https://vemaps.com/uploads/img/big/gb-03.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/5/51/England_and_Wales_Cricket_Board.svg/960px-England_and_Wales_Cricket_Board.svg.png
GD Varnals ,South Africa,1964,1965,3,6,0,97,23,16.16,0,0,0,1,23,,https://vemaps.com/uploads/img/za-03.png,https://upload.wikimedia.org/wikipedia/en/thumb/5/59/Southafrica_cricket_logo.svg/1280px-Southafrica_cricket_logo.svg.png
GD Watson ,Australia,1966,1972,5,9,0,97,50,10.77,0,1,3,6,50,,https://vemaps.com/uploads/img/au-03.png,https://upload.wikimedia.org/wikipedia/en/3/3f/Cricket_Australia.png
IDR Bradshaw ,West Indies,2006,2006,5,8,1,96,33,13.71,0,0,1,0,33,,https://cdn.britannica.com/05/5105-050-047187C4/West-Indies.jpg,https://upload.wikimedia.org/wikipedia/en/9/9b/Cricket_West_Indies_Logo_2017.png
R Clarke ,England,2003,2003,2,3,0,96,55,32,0,1,0,0,55,,https://vemaps.com/uploads/img/big/gb-03.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/5/51/England_and_Wales_Cricket_Board.svg/960px-England_and_Wales_Cricket_Board.svg.png
DV Dyer ,South Africa,1947,1947,3,6,0,96,62,16,0,1,0,0,62,,https://vemaps.com/uploads/img/za-03.png,https://upload.wikimedia.org/wikipedia/en/thumb/5/59/Southafrica_cricket_logo.svg/1280px-Southafrica_cricket_logo.svg.png
PE McEwan ,New Zealand,1980,1984,4,7,1,96,40*,16,0,0,1,4,40,,https://vemaps.com/uploads/img/nz-03.png,https://upload.wikimedia.org/wikipedia/en/1/19/Logo_of_cricket_New_zealand_Team.png
G MacGregor ,England,1890,1893,8,11,3,96,31,12,0,0,1,3,31,,https://vemaps.com/uploads/img/big/gb-03.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/5/51/England_and_Wales_Cricket_Board.svg/960px-England_and_Wales_Cricket_Board.svg.png
KMA Paul ,West Indies,2018,2019,3,6,0,96,47,16,0,0,1,1,47,,https://cdn.britannica.com/05/5105-050-047187C4/West-Indies.jpg,https://upload.wikimedia.org/wikipedia/en/9/9b/Cricket_West_Indies_Logo_2017.png
WV Rodriguez ,West Indies,1962,1968,5,7,0,96,50,13.71,0,1,1,6,50,,https://cdn.britannica.com/05/5105-050-047187C4/West-Indies.jpg,https://upload.wikimedia.org/wikipedia/en/9/9b/Cricket_West_Indies_Logo_2017.png
VH Stollmeyer ,West Indies,1939,1939,1,1,0,96,96,96,0,1,0,0,96,,https://cdn.britannica.com/05/5105-050-047187C4/West-Indies.jpg,https://upload.wikimedia.org/wikipedia/en/9/9b/Cricket_West_Indies_Logo_2017.png
B Warnapura ,Sri Lanka,1982,1982,4,8,0,96,38,12,0,0,1,0,38,,https://vemaps.com/uploads/img/lk-04.png,https://static.wikia.nocookie.net/internationalcricket/images/8/8c/Sri_Lanka_Cricket.png/revision/latest?cb=20211015140839
KJ Abbott ,South Africa,2013,2017,11,14,0,95,17,6.78,0,0,4,4,17,,https://vemaps.com/uploads/img/za-03.png,https://upload.wikimedia.org/wikipedia/en/thumb/5/59/Southafrica_cricket_logo.svg/1280px-Southafrica_cricket_logo.svg.png
Abdul Malik (1) ,Afghanistan,2021,2025,5,9,0,95,30,10.55,0,0,2,4,30,,https://vemaps.com/uploads/img/af-03.png,https://upload.wikimedia.org/wikipedia/en/8/83/Afghanistan_Cricket_Board.png
Karim Janat ,Afghanistan,2023,2024,2,4,1,95,41*,31.66,0,0,0,1,41,,https://vemaps.com/uploads/img/af-03.png,https://upload.wikimedia.org/wikipedia/en/8/83/Afghanistan_Cricket_Board.png
HDG Leveson Gower ,England,1910,1910,3,6,2,95,31,23.75,0,0,0,0,31,,https://vemaps.com/uploads/img/big/gb-03.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/5/51/England_and_Wales_Cricket_Board.svg/960px-England_and_Wales_Cricket_Board.svg.png
RP Snell ,South Africa,1992,1994,5,8,1,95,48,13.57,0,0,1,2,48,,https://vemaps.com/uploads/img/za-03.png,https://upload.wikimedia.org/wikipedia/en/thumb/5/59/Southafrica_cricket_logo.svg/1280px-Southafrica_cricket_logo.svg.png
HK Badani ,India,2001,2001,4,7,1,94,38,15.66,0,0,0,0,38,,https://vemaps.com/uploads/img/in-04.png,https://upload.wikimedia.org/wikipedia/commons/4/45/Board_of_Control_for_Cricket_in_India_Logo_%282024%29.svg
TL Chatara ,Zimbabwe,2013,2024,10,18,3,94,22,6.26,0,0,6,11,22,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRz4xNxBxpF61scy0Ihd3Ac0b8vIprWBdgVeA&s,https://upload.wikimedia.org/wikipedia/en/thumb/4/48/Zimbabwe_Cricket_%28logo%29.svg/1280px-Zimbabwe_Cricket_%28logo%29.svg.png
KS Lokuarachchi ,Sri Lanka,2003,2004,4,5,1,94,28*,23.5,0,0,0,1,28,,https://vemaps.com/uploads/img/lk-04.png,https://static.wikia.nocookie.net/internationalcricket/images/8/8c/Sri_Lanka_Cricket.png/revision/latest?cb=20211015140839
Hon.A Lyttelton ,England,1880,1884,4,7,1,94,31,15.66,0,0,0,4,31,,https://vemaps.com/uploads/img/big/gb-03.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/5/51/England_and_Wales_Cricket_Board.svg/960px-England_and_Wales_Cricket_Board.svg.png
K Thomson ,New Zealand,1968,1968,2,4,1,94,69,31.33,0,1,1,0,69,,https://vemaps.com/uploads/img/nz-03.png,https://upload.wikimedia.org/wikipedia/en/1/19/Logo_of_cricket_New_zealand_Team.png
T Thushara ,Sri Lanka,2003,2010,10,14,3,94,15*,8.54,0,0,3,7,15,,https://vemaps.com/uploads/img/lk-04.png,https://static.wikia.nocookie.net/internationalcricket/images/8/8c/Sri_Lanka_Cricket.png/revision/latest?cb=20211015140839
DJ Vilas ,South Africa,2015,2016,6,9,0,94,26,10.44,0,0,0,1,26,,https://vemaps.com/uploads/img/za-03.png,https://upload.wikimedia.org/wikipedia/en/thumb/5/59/Southafrica_cricket_logo.svg/1280px-Southafrica_cricket_logo.svg.png
