Player_Names,Country,Start_Year,End_Year,Matches,Innings,Not_Out,Total_Runs,Highest_Score,Batting_Average,100's,50's,0,Career_Span,HS_num,Photos,contry link,country board
TWJ Goddard ,England,1930,1939,8,5,3,13,8,6.5,0,0,1,9,8,,https://vemaps.com/uploads/img/big/gb-03.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/5/51/England_and_Wales_Cricket_Board.svg/960px-England_and_Wales_Cricket_Board.svg.png
L Hone ,England,1879,1879,1,2,0,13,7,6.5,0,0,0,0,7,,https://vemaps.com/uploads/img/big/gb-03.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/5/51/England_and_Wales_Cricket_Board.svg/960px-England_and_Wales_Cricket_Board.svg.png
Jubair Hossain ,Bangladesh,2014,2015,6,5,2,13,7*,4.33,0,0,1,1,7,,https://vemaps.com/uploads/img/bd-03.png,https://upload.wikimedia.org/wikipedia/en/thumb/5/5c/Bangladesh_Cricket_Board_Logo.svg/1280px-Bangladesh_Cricket_Board_Logo.svg.png
UN Kulkarni ,India,1967,1968,4,8,5,13,7,4.33,0,0,1,1,7,,https://vemaps.com/uploads/img/in-04.png,https://upload.wikimedia.org/wikipedia/commons/4/45/Board_of_Control_for_Cricket_in_India_Logo_%282024%29.svg
Munir Ahmad ,Afghanistan,2021,2021,1,2,0,13,12,6.5,0,0,0,0,12,,https://vemaps.com/uploads/img/af-03.png,https://upload.wikimedia.org/wikipedia/en/8/83/Afghanistan_Cricket_Board.png
HA Musgrove ,Australia,1885,1885,1,2,0,13,9,6.5,0,0,0,0,9,,https://vemaps.com/uploads/img/au-03.png,https://upload.wikimedia.org/wikipedia/en/3/3f/Cricket_Australia.png
Nahid Rana ,Bangladesh,2024,2025,9,15,8,13,11,1.85,0,0,6,1,11,,https://vemaps.com/uploads/img/bd-03.png,https://upload.wikimedia.org/wikipedia/en/thumb/5/5c/Bangladesh_Cricket_Board_Logo.svg/1280px-Bangladesh_Cricket_Board_Logo.svg.png
PWG Parker ,England,1981,1981,1,2,0,13,13,6.5,0,0,1,0,13,,https://vemaps.com/uploads/img/big/gb-03.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/5/51/England_and_Wales_Cricket_Board.svg/960px-England_and_Wales_Cricket_Board.svg.png
R Pollard ,England,1946,1948,4,3,2,13,10*,13,0,0,0,2,10,,https://vemaps.com/uploads/img/big/gb-03.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/5/51/England_and_Wales_Cricket_Board.svg/960px-England_and_Wales_Cricket_Board.svg.png
RR Powar ,India,2007,2007,2,2,0,13,7,6.5,0,0,0,0,7,,https://vemaps.com/uploads/img/in-04.png,https://upload.wikimedia.org/wikipedia/commons/4/45/Board_of_Control_for_Cricket_in_India_Logo_%282024%29.svg
S Ragoonath ,West Indies,1999,1999,2,4,1,13,9,4.33,0,0,1,0,9,,https://cdn.britannica.com/05/5105-050-047187C4/West-Indies.jpg,https://upload.wikimedia.org/wikipedia/en/9/9b/Cricket_West_Indies_Logo_2017.png
RT Stanyforth ,England,1927,1928,4,6,1,13,6*,2.6,0,0,1,1,6,,https://vemaps.com/uploads/img/big/gb-03.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/5/51/England_and_Wales_Cricket_Board.svg/960px-England_and_Wales_Cricket_Board.svg.png
RB Stewart ,South Africa,1889,1889,1,2,0,13,9,6.5,0,0,0,0,9,,https://vemaps.com/uploads/img/za-03.png,https://upload.wikimedia.org/wikipedia/en/thumb/5/59/Southafrica_cricket_logo.svg/1280px-Southafrica_cricket_logo.svg.png
BM Tickner ,New Zealand,2023,2023,3,3,2,13,8,13,0,0,0,0,8,,https://vemaps.com/uploads/img/nz-03.png,https://upload.wikimedia.org/wikipedia/en/1/19/Logo_of_cricket_New_zealand_Team.png
PHJ Trimborn ,South Africa,1967,1970,4,4,2,13,11*,6.5,0,0,1,3,11,,https://vemaps.com/uploads/img/za-03.png,https://upload.wikimedia.org/wikipedia/en/thumb/5/59/Southafrica_cricket_logo.svg/1280px-Southafrica_cricket_logo.svg.png
KP Walmsley ,New Zealand,1995,2000,3,5,0,13,5,2.6,0,0,2,5,5,,https://vemaps.com/uploads/img/nz-03.png,https://upload.wikimedia.org/wikipedia/en/1/19/Logo_of_cricket_New_zealand_Team.png
CAK Walton ,West Indies,2009,2009,2,4,0,13,10,3.25,0,0,1,0,10,,https://cdn.britannica.com/05/5105-050-047187C4/West-Indies.jpg,https://upload.wikimedia.org/wikipedia/en/9/9b/Cricket_West_Indies_Logo_2017.png
T Yohannan ,India,2001,2002,3,4,4,13,8*,0,0,0,0,1,8,,https://vemaps.com/uploads/img/in-04.png,https://upload.wikimedia.org/wikipedia/commons/4/45/Board_of_Control_for_Cricket_in_India_Logo_%282024%29.svg
Abdul Wasi ,Afghanistan,2021,2021,1,2,0,12,9,6,0,0,0,0,9,,https://vemaps.com/uploads/img/af-03.png,https://upload.wikimedia.org/wikipedia/en/8/83/Afghanistan_Cricket_Board.png
CE Floquet ,South Africa,1910,1910,1,2,1,12,11*,12,0,0,0,0,11,,https://vemaps.com/uploads/img/za-03.png,https://upload.wikimedia.org/wikipedia/en/thumb/5/59/Southafrica_cricket_logo.svg/1280px-Southafrica_cricket_logo.svg.png
Ghulam Abbas ,Pakistan,1967,1967,1,2,0,12,12,6,0,0,1,0,12,,https://vemaps.com/uploads/img/pk-03.png,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTQfSMgRVKQWOxGyuGForkjZxIa7No87V-iQQ&s
GL Gibbs ,West Indies,1955,1955,1,2,0,12,12,6,0,0,1,0,12,,https://cdn.britannica.com/05/5105-050-047187C4/West-Indies.jpg,https://upload.wikimedia.org/wikipedia/en/9/9b/Cricket_West_Indies_Logo_2017.png
G Gladstone ,West Indies,1930,1930,1,1,1,12,12*,0,0,0,0,0,12,,https://cdn.britannica.com/05/5105-050-047187C4/West-Indies.jpg,https://upload.wikimedia.org/wikipedia/en/9/9b/Cricket_West_Indies_Logo_2017.png
Haris Rauf ,Pakistan,2022,2022,1,2,0,12,12,6,0,0,1,0,12,,https://vemaps.com/uploads/img/pk-03.png,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTQfSMgRVKQWOxGyuGForkjZxIa7No87V-iQQ&s
JL Hopwood ,England,1934,1934,2,3,1,12,8,6,0,0,0,0,8,,https://vemaps.com/uploads/img/big/gb-03.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/5/51/England_and_Wales_Cricket_Board.svg/960px-England_and_Wales_Cricket_Board.svg.png
P Jayawickrama ,Sri Lanka,2021,2022,5,6,5,12,8*,12,0,0,1,1,8,,https://vemaps.com/uploads/img/lk-04.png,https://static.wikia.nocookie.net/internationalcricket/images/8/8c/Sri_Lanka_Cricket.png/revision/latest?cb=20211015140839
LWS Kaluperuma ,Sri Lanka,1982,1982,2,4,1,12,11*,4,0,0,2,0,11,,https://vemaps.com/uploads/img/lk-04.png,https://static.wikia.nocookie.net/internationalcricket/images/8/8c/Sri_Lanka_Cricket.png/revision/latest?cb=20211015140839
NT Pascal ,West Indies,2010,2010,2,2,0,12,10,6,0,0,0,0,10,,https://cdn.britannica.com/05/5105-050-047187C4/West-Indies.jpg,https://upload.wikimedia.org/wikipedia/en/9/9b/Cricket_West_Indies_Logo_2017.png
ACS Pigott ,England,1984,1984,1,2,1,12,8*,12,0,0,0,0,8,,https://vemaps.com/uploads/img/big/gb-03.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/5/51/England_and_Wales_Cricket_Board.svg/960px-England_and_Wales_Cricket_Board.svg.png
GK Robertson ,New Zealand,1986,1986,1,1,0,12,12,12,0,0,0,0,12,,https://vemaps.com/uploads/img/nz-03.png,https://upload.wikimedia.org/wikipedia/en/1/19/Logo_of_cricket_New_zealand_Team.png
Shahid Saeed ,Pakistan,1989,1989,1,1,0,12,12,12,0,0,0,0,12,,https://vemaps.com/uploads/img/pk-03.png,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTQfSMgRVKQWOxGyuGForkjZxIa7No87V-iQQ&s
P Subrayen ,South Africa,2025,2025,2,2,0,12,8,6,0,0,0,0,8,,https://vemaps.com/uploads/img/za-03.png,https://upload.wikimedia.org/wikipedia/en/thumb/5/59/Southafrica_cricket_logo.svg/1280px-Southafrica_cricket_logo.svg.png
Wafadar Momand ,Afghanistan,2018,2019,2,3,1,12,6*,6,0,0,1,1,6,,https://vemaps.com/uploads/img/af-03.png,https://upload.wikimedia.org/wikipedia/en/8/83/Afghanistan_Cricket_Board.png
FH Walters ,Australia,1885,1885,1,2,0,12,7,6,0,0,0,0,7,,https://vemaps.com/uploads/img/au-03.png,https://upload.wikimedia.org/wikipedia/en/3/3f/Cricket_Australia.png
CD Watson ,West Indies,1960,1962,7,6,1,12,5,2.4,0,0,2,2,5,,https://cdn.britannica.com/05/5105-050-047187C4/West-Indies.jpg,https://upload.wikimedia.org/wikipedia/en/9/9b/Cricket_West_Indies_Logo_2017.png
MG Webb ,New Zealand,1971,1974,3,2,0,12,12,6,0,0,1,3,12,,https://vemaps.com/uploads/img/nz-03.png,https://upload.wikimedia.org/wikipedia/en/1/19/Logo_of_cricket_New_zealand_Team.png
FS Ahangama ,Sri Lanka,1985,1985,3,3,1,11,11,5.5,0,0,1,0,11,,https://vemaps.com/uploads/img/lk-04.png,https://static.wikia.nocookie.net/internationalcricket/images/8/8c/Sri_Lanka_Cricket.png/revision/latest?cb=20211015140839
BJ Bess ,West Indies,2010,2010,1,2,1,11,11*,11,0,0,1,0,11,,https://cdn.britannica.com/05/5105-050-047187C4/West-Indies.jpg,https://upload.wikimedia.org/wikipedia/en/9/9b/Cricket_West_Indies_Logo_2017.png
EG Bock ,South Africa,1935,1935,1,2,2,11,9*,0,0,0,0,0,9,,https://vemaps.com/uploads/img/za-03.png,https://upload.wikimedia.org/wikipedia/en/thumb/5/59/Southafrica_cricket_logo.svg/1280px-Southafrica_cricket_logo.svg.png
SJE Brown ,England,1996,1996,1,2,1,11,10*,11,0,0,0,0,10,,https://vemaps.com/uploads/img/big/gb-03.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/5/51/England_and_Wales_Cricket_Board.svg/960px-England_and_Wales_Cricket_Board.svg.png
SS Cottrell ,West Indies,2013,2014,2,4,0,11,5,2.75,0,0,1,1,5,,https://cdn.britannica.com/05/5105-050-047187C4/West-Indies.jpg,https://upload.wikimedia.org/wikipedia/en/9/9b/Cricket_West_Indies_Logo_2017.png
GS Dinusha ,Sri Lanka,2025,2025,1,1,0,11,11,11,0,0,0,0,11,,https://vemaps.com/uploads/img/lk-04.png,https://static.wikia.nocookie.net/internationalcricket/images/8/8c/Sri_Lanka_Cricket.png/revision/latest?cb=20211015140839
WF Giffen ,Australia,1887,1892,3,6,0,11,3,1.83,0,0,1,5,3,,https://vemaps.com/uploads/img/au-03.png,https://upload.wikimedia.org/wikipedia/en/3/3f/Cricket_Australia.png
EJ Gregory ,Australia,1877,1877,1,2,0,11,11,5.5,0,0,1,0,11,,https://vemaps.com/uploads/img/au-03.png,https://upload.wikimedia.org/wikipedia/en/3/3f/Cricket_Australia.png
TU Groube ,Australia,1880,1880,1,2,0,11,11,5.5,0,0,1,0,11,,https://vemaps.com/uploads/img/au-03.png,https://upload.wikimedia.org/wikipedia/en/3/3f/Cricket_Australia.png
GM Guard ,India,1958,1960,2,2,0,11,7,5.5,0,0,0,2,7,,https://vemaps.com/uploads/img/in-04.png,https://upload.wikimedia.org/wikipedia/commons/4/45/Board_of_Control_for_Cricket_in_India_Logo_%282024%29.svg
CEJ Guest ,Australia,1963,1963,1,1,0,11,11,11,0,0,0,0,11,,https://vemaps.com/uploads/img/au-03.png,https://upload.wikimedia.org/wikipedia/en/3/3f/Cricket_Australia.png
AE Hall ,South Africa,1923,1931,7,8,2,11,5,1.83,0,0,4,8,5,,https://vemaps.com/uploads/img/za-03.png,https://upload.wikimedia.org/wikipedia/en/thumb/5/59/Southafrica_cricket_logo.svg/1280px-Southafrica_cricket_logo.svg.png
MJ Mindley ,West Indies,2022,2022,1,2,1,11,11*,11,0,0,1,0,11,,https://cdn.britannica.com/05/5105-050-047187C4/West-Indies.jpg,https://upload.wikimedia.org/wikipedia/en/9/9b/Cricket_West_Indies_Logo_2017.png
VM Muddiah ,India,1959,1960,2,3,1,11,11,5.5,0,0,1,1,11,,https://vemaps.com/uploads/img/in-04.png,https://upload.wikimedia.org/wikipedia/commons/4/45/Board_of_Control_for_Cricket_in_India_Logo_%282024%29.svg
JM Noreiga ,West Indies,1971,1971,4,5,2,11,9,3.66,0,0,1,0,9,,https://cdn.britannica.com/05/5105-050-047187C4/West-Indies.jpg,https://upload.wikimedia.org/wikipedia/en/9/9b/Cricket_West_Indies_Logo_2017.png
AL Ochse ,South Africa,1928,1929,3,4,1,11,4*,3.66,0,0,0,1,4,,https://vemaps.com/uploads/img/za-03.png,https://upload.wikimedia.org/wikipedia/en/thumb/5/59/Southafrica_cricket_logo.svg/1280px-Southafrica_cricket_logo.svg.png
G Sharma ,India,1985,1990,5,4,1,11,10*,3.66,0,0,2,5,10,,https://vemaps.com/uploads/img/in-04.png,https://upload.wikimedia.org/wikipedia/commons/4/45/Board_of_Control_for_Cricket_in_India_Logo_%282024%29.svg
CK Singh ,West Indies,1960,1960,2,3,0,11,11,3.66,0,0,2,0,11,,https://cdn.britannica.com/05/5105-050-047187C4/West-Indies.jpg,https://upload.wikimedia.org/wikipedia/en/9/9b/Cricket_West_Indies_Logo_2017.png
J Slight ,Australia,1880,1880,1,2,0,11,11,5.5,0,0,1,0,11,,https://vemaps.com/uploads/img/au-03.png,https://upload.wikimedia.org/wikipedia/en/3/3f/Cricket_Australia.png
GB Street ,England,1923,1923,1,2,1,11,7*,11,0,0,0,0,7,,https://vemaps.com/uploads/img/big/gb-03.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/5/51/England_and_Wales_Cricket_Board.svg/960px-England_and_Wales_Cricket_Board.svg.png
GA Stuurman ,South Africa,2022,2022,2,2,0,11,11,5.5,0,0,1,0,11,,https://vemaps.com/uploads/img/za-03.png,https://upload.wikimedia.org/wikipedia/en/thumb/5/59/Southafrica_cricket_logo.svg/1280px-Southafrica_cricket_logo.svg.png
R Vinay Kumar ,India,2012,2012,1,2,0,11,6,5.5,0,0,0,0,6,,https://vemaps.com/uploads/img/in-04.png,https://upload.wikimedia.org/wikipedia/commons/4/45/Board_of_Control_for_Cricket_in_India_Logo_%282024%29.svg
MG Waite ,Australia,1938,1938,2,3,0,11,8,3.66,0,0,1,0,8,,https://vemaps.com/uploads/img/au-03.png,https://upload.wikimedia.org/wikipedia/en/3/3f/Cricket_Australia.png
KA Walter ,South Africa,1961,1961,2,3,0,11,10,3.66,0,0,1,0,10,,https://vemaps.com/uploads/img/za-03.png,https://upload.wikimedia.org/wikipedia/en/thumb/5/59/Southafrica_cricket_logo.svg/1280px-Southafrica_cricket_logo.svg.png
BT Watambwa ,Zimbabwe,2001,2002,6,8,5,11,4*,3.66,0,0,2,1,4,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRz4xNxBxpF61scy0Ihd3Ac0b8vIprWBdgVeA&s,https://upload.wikimedia.org/wikipedia/en/thumb/4/48/Zimbabwe_Cricket_%28logo%29.svg/1280px-Zimbabwe_Cricket_%28logo%29.svg.png
PN Webb ,New Zealand,1980,1980,2,3,0,11,5,3.66,0,0,0,0,5,,https://vemaps.com/uploads/img/nz-03.png,https://upload.wikimedia.org/wikipedia/en/1/19/Logo_of_cricket_New_zealand_Team.png
JJ Whitaker ,England,1986,1986,1,1,0,11,11,11,0,0,0,0,11,,https://vemaps.com/uploads/img/big/gb-03.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/5/51/England_and_Wales_Cricket_Board.svg/960px-England_and_Wales_Cricket_Board.svg.png
CA Young ,Ireland,2024,2025,3,4,1,11,5,3.66,0,0,0,1,5,,https://vemaps.com/uploads/img/ie-04.png,https://upload.wikimedia.org/wikipedia/en/c/c7/Ireland_cricket_team_logo.png
JP Agnew ,England,1984,1985,3,4,3,10,5,10,0,0,0,1,5,,https://vemaps.com/uploads/img/big/gb-03.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/5/51/England_and_Wales_Cricket_Board.svg/960px-England_and_Wales_Cricket_Board.svg.png
Kabir Ali ,England,2003,2003,1,2,0,10,9,5,0,0,0,0,9,,https://vemaps.com/uploads/img/big/gb-03.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/5/51/England_and_Wales_Cricket_Board.svg/960px-England_and_Wales_Cricket_Board.svg.png
GD Campbell ,Australia,1989,1990,4,4,0,10,6,2.5,0,0,2,1,6,,https://vemaps.com/uploads/img/au-03.png,https://upload.wikimedia.org/wikipedia/en/3/3f/Cricket_Australia.png
B Casson ,Australia,2008,2008,1,1,0,10,10,10,0,0,0,0,10,,https://vemaps.com/uploads/img/au-03.png,https://upload.wikimedia.org/wikipedia/en/3/3f/Cricket_Australia.png
AC Dawson ,South Africa,2003,2003,2,1,0,10,10,10,0,0,0,0,10,,https://vemaps.com/uploads/img/za-03.png,https://upload.wikimedia.org/wikipedia/en/thumb/5/59/Southafrica_cricket_logo.svg/1280px-Southafrica_cricket_logo.svg.png
H Dean ,England,1912,1912,3,4,2,10,8,5,0,0,1,0,8,,https://vemaps.com/uploads/img/big/gb-03.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/5/51/England_and_Wales_Cricket_Board.svg/960px-England_and_Wales_Cricket_Board.svg.png
AM de Silva ,Sri Lanka,1993,1993,3,3,0,10,9,3.33,0,0,1,0,9,,https://vemaps.com/uploads/img/lk-04.png,https://static.wikia.nocookie.net/internationalcricket/images/8/8c/Sri_Lanka_Cricket.png/revision/latest?cb=20211015140839
WRS de Silva ,Sri Lanka,2002,2007,3,2,1,10,5*,10,0,0,0,5,5,,https://vemaps.com/uploads/img/lk-04.png,https://static.wikia.nocookie.net/internationalcricket/images/8/8c/Sri_Lanka_Cricket.png/revision/latest?cb=20211015140839
CJ Drum ,New Zealand,2001,2002,5,5,2,10,4,3.33,0,0,1,1,4,,https://vemaps.com/uploads/img/nz-03.png,https://upload.wikimedia.org/wikipedia/en/1/19/Logo_of_cricket_New_zealand_Team.png
GM Emmett ,England,1948,1948,1,2,0,10,10,5,0,0,1,0,10,,https://vemaps.com/uploads/img/big/gb-03.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/5/51/England_and_Wales_Cricket_Board.svg/960px-England_and_Wales_Cricket_Board.svg.png
ESH Giddins ,England,1999,2000,4,7,3,10,7,2.5,0,0,3,1,7,,https://vemaps.com/uploads/img/big/gb-03.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/5/51/England_and_Wales_Cricket_Board.svg/960px-England_and_Wales_Cricket_Board.svg.png
JR Hodges ,Australia,1877,1877,2,4,1,10,8,3.33,0,0,1,0,8,,https://vemaps.com/uploads/img/au-03.png,https://upload.wikimedia.org/wikipedia/en/3/3f/Cricket_Australia.png
CL Johnson ,South Africa,1896,1896,1,2,0,10,7,5,0,0,0,0,7,,https://vemaps.com/uploads/img/za-03.png,https://upload.wikimedia.org/wikipedia/en/thumb/5/59/Southafrica_cricket_logo.svg/1280px-Southafrica_cricket_logo.svg.png
TA Lloyd ,England,1984,1984,1,1,1,10,10*,0,0,0,0,0,10,,https://vemaps.com/uploads/img/big/gb-03.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/5/51/England_and_Wales_Cricket_Board.svg/960px-England_and_Wales_Cricket_Board.svg.png
CJ McKay ,Australia,2009,2009,1,1,0,10,10,10,0,0,0,0,10,,https://vemaps.com/uploads/img/au-03.png,https://upload.wikimedia.org/wikipedia/en/3/3f/Cricket_Australia.png
C Madande ,Zimbabwe,2024,2024,1,2,0,10,10,5,0,0,1,0,10,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRz4xNxBxpF61scy0Ihd3Ac0b8vIprWBdgVeA&s,https://upload.wikimedia.org/wikipedia/en/thumb/4/48/Zimbabwe_Cricket_%28logo%29.svg/1280px-Zimbabwe_Cricket_%28logo%29.svg.png
JM Mennie ,Australia,2016,2016,1,2,0,10,10,5,0,0,1,0,10,,https://vemaps.com/uploads/img/au-03.png,https://upload.wikimedia.org/wikipedia/en/3/3f/Cricket_Australia.png
BD Morrison ,New Zealand,1963,1963,1,2,0,10,10,5,0,0,1,0,10,,https://vemaps.com/uploads/img/nz-03.png,https://upload.wikimedia.org/wikipedia/en/1/19/Logo_of_cricket_New_zealand_Team.png
DT Mutendera ,Zimbabwe,2000,2000,1,2,0,10,10,5,0,0,1,0,10,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRz4xNxBxpF61scy0Ihd3Ac0b8vIprWBdgVeA&s,https://upload.wikimedia.org/wikipedia/en/thumb/4/48/Zimbabwe_Cricket_%28logo%29.svg/1280px-Zimbabwe_Cricket_%28logo%29.svg.png
AM Pai ,India,1969,1969,1,2,0,10,9,5,0,0,0,0,9,,https://vemaps.com/uploads/img/in-04.png,https://upload.wikimedia.org/wikipedia/commons/4/45/Board_of_Control_for_Cricket_in_India_Logo_%282024%29.svg
KE Palmer ,England,1965,1965,1,1,0,10,10,10,0,0,0,0,10,,https://vemaps.com/uploads/img/big/gb-03.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/5/51/England_and_Wales_Cricket_Board.svg/960px-England_and_Wales_Cricket_Board.svg.png
Pankaj Singh ,India,2014,2014,2,4,1,10,9,3.33,0,0,2,0,9,,https://vemaps.com/uploads/img/in-04.png,https://upload.wikimedia.org/wikipedia/commons/4/45/Board_of_Control_for_Cricket_in_India_Logo_%282024%29.svg
M Prasidh Krishna ,India,2023,2025,6,10,5,10,5*,2,0,0,3,2,5,,https://vemaps.com/uploads/img/in-04.png,https://upload.wikimedia.org/wikipedia/commons/4/45/Board_of_Control_for_Cricket_in_India_Logo_%282024%29.svg
KTH Ratnayake ,Sri Lanka,2025,2025,2,2,0,10,10,5,0,0,1,0,10,,https://vemaps.com/uploads/img/lk-04.png,https://static.wikia.nocookie.net/internationalcricket/images/8/8c/Sri_Lanka_Cricket.png/revision/latest?cb=20211015140839
SF Rehman ,Pakistan,1958,1958,1,2,0,10,8,5,0,0,0,0,8,,https://vemaps.com/uploads/img/pk-03.png,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTQfSMgRVKQWOxGyuGForkjZxIa7No87V-iQQ&s
JPF Travers ,Australia,1902,1902,1,2,0,10,9,5,0,0,0,0,9,,https://vemaps.com/uploads/img/au-03.png,https://upload.wikimedia.org/wikipedia/en/3/3f/Cricket_Australia.png
KEA Upashantha ,Sri Lanka,1999,2002,2,3,0,10,6,3.33,0,0,0,3,6,,https://vemaps.com/uploads/img/lk-04.png,https://static.wikia.nocookie.net/internationalcricket/images/8/8c/Sri_Lanka_Cricket.png/revision/latest?cb=20211015140839
PK Wijetunge ,Sri Lanka,1993,1993,1,2,0,10,10,5,0,0,1,0,10,,https://vemaps.com/uploads/img/lk-04.png,https://static.wikia.nocookie.net/internationalcricket/images/8/8c/Sri_Lanka_Cricket.png/revision/latest?cb=20211015140839
ER Wilson ,England,1921,1921,1,2,0,10,5,5,0,0,0,0,5,,https://vemaps.com/uploads/img/big/gb-03.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/5/51/England_and_Wales_Cricket_Board.svg/960px-England_and_Wales_Cricket_Board.svg.png
B Yograj Singh ,India,1981,1981,1,2,0,10,6,5,0,0,0,0,6,,https://vemaps.com/uploads/img/in-04.png,https://upload.wikimedia.org/wikipedia/commons/4/45/Board_of_Control_for_Cricket_in_India_Logo_%282024%29.svg
KN Amalean ,Sri Lanka,1986,1988,2,3,2,9,7*,9,0,0,0,2,7,,https://vemaps.com/uploads/img/lk-04.png,https://static.wikia.nocookie.net/internationalcricket/images/8/8c/Sri_Lanka_Cricket.png/revision/latest?cb=20211015140839
LJ Coldwell ,England,1962,1964,7,7,5,9,6*,4.5,0,0,1,2,6,,https://vemaps.com/uploads/img/big/gb-03.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/5/51/England_and_Wales_Cricket_Board.svg/960px-England_and_Wales_Cricket_Board.svg.png
EQ Davies ,South Africa,1936,1939,5,8,3,9,3,1.8,0,0,2,3,3,,https://vemaps.com/uploads/img/za-03.png,https://upload.wikimedia.org/wikipedia/en/thumb/5/59/Southafrica_cricket_logo.svg/1280px-Southafrica_cricket_logo.svg.png
M de Lange ,South Africa,2011,2012,2,2,0,9,9,4.5,0,0,1,1,9,,https://vemaps.com/uploads/img/za-03.png,https://upload.wikimedia.org/wikipedia/en/thumb/5/59/Southafrica_cricket_logo.svg/1280px-Southafrica_cricket_logo.svg.png
RR Dower ,South Africa,1899,1899,1,2,0,9,9,4.5,0,0,1,0,9,,https://vemaps.com/uploads/img/za-03.png,https://upload.wikimedia.org/wikipedia/en/thumb/5/59/Southafrica_cricket_logo.svg/1280px-Southafrica_cricket_logo.svg.png
A Hearne ,England,1892,1892,1,1,0,9,9,9,0,0,0,0,9,,https://vemaps.com/uploads/img/big/gb-03.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/5/51/England_and_Wales_Cricket_Board.svg/960px-England_and_Wales_Cricket_Board.svg.png
BE Hendricks ,South Africa,2020,2020,1,2,1,9,5*,9,0,0,0,0,5,,https://vemaps.com/uploads/img/za-03.png,https://upload.wikimedia.org/wikipedia/en/thumb/5/59/Southafrica_cricket_logo.svg/1280px-Southafrica_cricket_logo.svg.png
J Hull ,England,2024,2024,1,2,1,9,7*,9,0,0,0,0,7,,https://vemaps.com/uploads/img/big/gb-03.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/5/51/England_and_Wales_Cricket_Board.svg/960px-England_and_Wales_Cricket_Board.svg.png
Iftikhar Anjum ,Pakistan,2006,2006,1,1,1,9,9*,0,0,0,0,0,9,,https://vemaps.com/uploads/img/pk-03.png,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTQfSMgRVKQWOxGyuGForkjZxIa7No87V-iQQ&s
TF Johnson ,West Indies,1939,1939,1,1,1,9,9*,0,0,0,0,0,9,,https://cdn.britannica.com/05/5105-050-047187C4/West-Indies.jpg,https://upload.wikimedia.org/wikipedia/en/9/9b/Cricket_West_Indies_Logo_2017.png
LR Joslin ,Australia,1968,1968,1,2,0,9,7,4.5,0,0,0,0,7,,https://vemaps.com/uploads/img/au-03.png,https://upload.wikimedia.org/wikipedia/en/3/3f/Cricket_Australia.png
J McIlwraith ,Australia,1886,1886,1,2,0,9,7,4.5,0,0,0,0,7,,https://vemaps.com/uploads/img/au-03.png,https://upload.wikimedia.org/wikipedia/en/3/3f/Cricket_Australia.png
Mohammad Khalil ,Pakistan,2004,2005,2,4,1,9,5,3,0,0,1,1,5,,https://vemaps.com/uploads/img/pk-03.png,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTQfSMgRVKQWOxGyuGForkjZxIa7No87V-iQQ&s
A Ndlovu ,Zimbabwe,2020,2020,2,4,0,9,5,2.25,0,0,2,0,5,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRz4xNxBxpF61scy0Ihd3Ac0b8vIprWBdgVeA&s,https://upload.wikimedia.org/wikipedia/en/thumb/4/48/Zimbabwe_Cricket_%28logo%29.svg/1280px-Zimbabwe_Cricket_%28logo%29.svg.png
NO Norton ,South Africa,1910,1910,1,2,0,9,7,4.5,0,0,0,0,7,,https://vemaps.com/uploads/img/za-03.png,https://upload.wikimedia.org/wikipedia/en/thumb/5/59/Southafrica_cricket_logo.svg/1280px-Southafrica_cricket_logo.svg.png
